xml:id	chars	head	bibl
MG-1706-10_354	19526	[Relation de tout ce qui s’est passé en France pendant le séjour que Monsieur le Marquis de Franchimont y a fait]	Mercure Galant, ocotbre 1706 [tome 10], p. 354-384.
MG-1706-10_384	1130	[Article des Enigmes]	Mercure Galant, ocotbre 1706 [tome 10], p. 384-386.
MG-1706-10_386	469	Air nouveau	Mercure Galant, ocotbre 1706 [tome 10], p. 386-387.
MG-1706-11_33	4507	[Le Roy d’Espagne nomme Mr le Duc de S. Jean Secrétaire général des Guerres]*	Mercure Galant, novembre 1706 [tome 11], p. 33-42.
MG-1706-11_112	1328	Vœu pour le Roy à l'occasion de la Procession generale	Mercure Galant, novembre 1706 [tome 11], p. 112-115.
MG-1706-11_158	3142	[Le Roy d’Angleterre continuë de voir ce que Paris a de plus curieux]	Mercure Galant, novembre 1706 [tome 11], p. 158-164.
MG-1706-11_188	20924	[Mort de Mr de Sainte Marthe, Doyen de la Cour des Aydes]*	Mercure Galant, novembre 1706 [tome 11], p. 188-231.
MG-1706-11_231	1454	[Discours touchant les articles qui entrent dans les Mercures]	Mercure Galant, novembre 1706 [tome 11], p. 231-233.
MG-1706-11_233	811	Madrigal	Mercure Galant, novembre 1706 [tome 11], p. 233-235.
MG-1706-11_235	2411	[Vers envoyez à une Dame le jour de sa Feste]	Mercure Galant, novembre 1706 [tome 11], p. 235-239.
MG-1706-11_242	474	Air nouveau	Mercure Galant, novembre 1706 [tome 11], p. 242-243.
MG-1706-11_257	1158	[Messe appellée Messe Rouge, & ce qui s’est passé ensuite dans la Grand’Chambre]	Mercure Galant, novembre 1706 [tome 11], p. 257-259.
MG-1706-11_370	1467	[Article des Enigmes]	Mercure Galant, novembre 1706 [tome 11], p. 370-372.
MG-1706-12_42	3013	[Sacre de Mr l’Evêque de Rieux]	Mercure Galant, décembre 1706 [tome 12], p. 42-47.
MG-1706-12_74	9957	[Lettre touchant la vie de Mr de S. Evremont, imprimée en Holande]	Mercure Galant, décembre 1706 [tome 12], p. 74-93.
MG-1706-12_99	1583	[Remarques sur l’Histoire de la Poësie Françoise]	Mercure Galant, décembre 1706 [tome 12], p. 99-102.
MG-1706-12_107	2477	[Jour de la naissance de Monsieur de Brunswich & de Lunebourg, celebrée à l’Academie de Wolfembutel ]	Mercure Galant, décembre 1706 [tome 12], p. 107-112.
MG-1706-12_204	593	Air nouveau	Mercure Galant, décembre 1706 [tome 12], p. 204-206.
MG-1706-12_213	2377	[Prix proposez par l’Academie Françoise pour l’année prochaine]	Mercure Galant, décembre 1706 [tome 12], p. 213-217.
MG-1706-12_251	4236	[Académiciens Associez & Eleves nommez dans l’Academie Royale des Medailles & Inscriptions, & dans celle des Sciences]	Mercure Galant, décembre 1706 [tome 12], p. 251-259.
MG-1706-12_262	12209	[Ouverture des Etats du Languedoc, avec le détail de tout ce qui s’est passé à cette occasion]	Mercure Galant, décembre 1706 [tome 12], p. 262-286.
MG-1706-12_325	1357	[Article des Enigmes]	Mercure Galant, décembre 1706 [tome 12], p. 325-328.
MG-1706-12_328	182	Air nouveau	Mercure Galant, décembre 1706 [tome 12], p. 328.
MG-1707-01_23	5777	[Mort de Mr Amelot de la Houssaye]*	Mercure Galant, janvier 1707 [tome 1], p. 23-34.
MG-1707-01_45	1479	[Mort de la Comtesse Douairière de Martinits]*	Mercure Galant, janvier 1707 [tome 1], p. 45-48.
MG-1707-01_70	3693	[Discours prononcé par le Pere le Camus, Jesuite, sur l’établissement de l’Academie Françoise]	Mercure Galant, janvier 1707 [tome 1], p. 70-78.
MG-1707-01_78	3284	[Ouvrage intitulé, la Langue]	Mercure Galant, janvier 1707 [tome 1], p. 78-85.
MG-1707-01_85	934	[Odes de Mr de la Motte]	Mercure Galant, janvier 1707 [tome 1], p. 85-87.
MG-1707-01_87	2739	[Dissertation sur une Figure de Bronze, trouvée dans un Tombeau]	Mercure Galant, janvier 1707 [tome 1], p. 87-92.
MG-1707-01_162	2285	[Onze nouveaux jetons frappés à La Monnoye des Médailles]*	Mercure Galant, janvier 1707 [tome 1], p. 162-166.
MG-1707-01_175	12357	[Ceremonie observée lorsque S.A.E de Cologne a reçû l’Ordre de Prétrise]	Mercure Galant, janvier 1707 [tome 1], p. 175-199.
MG-1707-01_260	4472	[Histoire de la Sultane de Perse, & des Vizirs, Contes Turcs]	Mercure Galant, janvier 1707 [tome 1], p. 260-269.
MG-1707-01_309	9340	[Article contenant tout ce qui s’est passé, concernant les Couches de Madame la Duchesse de Bourgogne, & les rejoüissances faites pour la naissance de Monseigneur le Duc de Bretagne]	Mercure Galant, janvier 1707 [tome 1], p. 309-328.
MG-1707-01_328	1012	[Compliment de l’Ambassadeur de Venise pour la naissance du Duc de Bretagne]*	Mercure Galant, janvier 1707 [tome 1], p. 328-330.
MG-1707-01_330	3698	[Suite des réjouissances publiques à Paris]*	Mercure Galant, janvier 1707 [tome 1], p. 330-335.
MG-1707-01_389	1948	[Mariage de Mr le Marquis de Gondrin]	Mercure Galant, janvier 1707 [tome 1], p. 389-392.
MG-1707-01_395	1766	Enigme.	Mercure Galant, janvier 1707 [tome 1], p. 395-397.
MG-1707-02_15	2285	[Réjoüissances faites pour la naissance de Monseigneur le Duc de Bretagne]	Mercure Galant, février 1707 [tome 2], p. 15-19.
MG-1707-02_19	438	Air nouveau	Mercure Galant, février 1707 [tome 2], p. 19-20.
MG-1707-02_42	5961	[Mort de Mr Bayle]*	Mercure Galant, février 1707 [tome 2], p. 42-53.
MG-1707-02_90	2129	[Vers sur la naissance de Mr le Comte de Crussol]	Mercure Galant, février 1707 [tome 2], p. 90-94.
MG-1707-02_98	2886	[Lettre de Valangin, sur les festes qui s’y font tous les ans]	Mercure Galant, février 1707 [tome 2], p. 98-103.
MG-1707-02_116	4910	[Sacre de Mr l’Evesque de Limoges]	Mercure Galant, février 1707 [tome 2], p. 116-125.
MG-1707-02_126	19435	[Suite des Réjoüissances faites pour la naissance de Monseigneur le Duc de Bretagne]	Mercure Galant, février 1707 [tome 2], p. 126-163.
MG-1707-02_163	483	Air nouveau	Mercure Galant, février 1707 [tome 2], p. 163-164.
MG-1707-02_168	3042	[Mort de Anne de la Grange, Comtesse de Frontenac]*	Mercure Galant, février 1707 [tome 2], p. 168-174.
MG-1707-02_211	1521	[Prise de Mahon]*	Mercure Galant, février 1707 [tome 2], p. 211-213.
MG-1707-02_244	31627	[Relation digne de la curiosité de toute l’Europe, où l’on voit tout ce qui s’est passé, & toutes les festes qui se sont données à l’occasion du mariage d’un des plus grands Princes, & d’une des plus grandes Princesses d’Alemagne]	Mercure Galant, février 1707 [tome 2], p. 244-288.
MG-1707-02_301	3375	[Réjouissances faites à Bourges pour la naissance du Duc de Bretagne]*	Mercure Galant, février 1707 [tome 2], p. 301-307.
MG-1707-02_307	1537	[Réjouissances faites à Apt pour la naissance du Duc de Bretagne]*	Mercure Galant, février 1707 [tome 2], p. 307-310.
MG-1707-02_337	3232	[Réjouissances à l’occasion de la grossesse de la Reine d’Espagne]*	Mercure Galant, février 1707 [tome 2], p. 337-343.
MG-1707-02_374	2332	[Divertissemens donnez à Madame la Duchesse de Bourgogne]	Mercure Galant, février 1707 [tome 2], p. 374-377.
MG-1707-02_379	1749	Enigme.	Mercure Galant, février 1707 [tome 2], p. 379-382.
MG-1707-03_5	2278	[Prelude qui merite beaucoup d’attention]	Mercure Galant, mars 1707 [tome 3], p. 5-10.
MG-1707-03_10	3450	[Introduction aux Articles sur les Réjouissances à l’occasion de la naissance du Duc de Bretagne]*	Mercure Galant, mars 1707 [tome 3], p. 10-16.
MG-1707-03_16	1624	[Réjouissances faites à Tréguier]*	Mercure Galant, mars 1707 [tome 3], p. 16-19.
MG-1707-03_19	4164	[Réjouissances faites à Montauban]*	Mercure Galant, mars 1707 [tome 3], p. 19-29.
MG-1707-03_29	6313	[Réjouissances faites à Toulon]*	Mercure Galant, mars 1707 [tome 3], p. 29-43.
MG-1707-03_44	1863	[Réjouissances faites au Collège de Vendosme]*	Mercure Galant, mars 1707 [tome 3], p. 44-47.
MG-1707-03_47	11304	[Réjouissances faites à Noyon]*	Mercure Galant, mars 1707 [tome 3], p. 47-72.
MG-1707-03_72	13795	[Réjouissances faites à Toulouse]*	Mercure Galant, mars 1707 [tome 3], p. 72-99.
MG-1707-03_111	956	Air nouveau	Mercure Galant, mars 1707 [tome 3], p. 111-113.
MG-1707-03_279	1842	[Mort de Louis Cousin, de l’Academie Françoise]*	Mercure Galant, mars 1707 [tome 3], p. 279-281.
MG-1707-03_318	4414	[Divertissemens du Carnaval]	Mercure Galant, mars 1707 [tome 3], p. 318-325.
MG-1707-03_330	498	Air nouveau	Mercure Galant, mars 1707 [tome 3], p. 330-331.
MG-1707-03_372	1713	Enigme.	Mercure Galant, mars 1707 [tome 3], p. 372-375.
MG-1707-03_385	922	[Réjouissances faites à l’occasion de la grossesse de la Reine d’Espagne]*	Mercure Galant, mars 1707 [tome 3], p. 385-387.
MG-1707-03_391	2615	[Divertissement d’Anet, pendant le sejour que Monseigneur y a fait]	Mercure Galant, mars 1707 [tome 3], p. 391-395.
MG-1707-04_135	1607	Hymne à l’Amour, Sur la demande d’un Printemps	Mercure Galant, avril 1707 [tome 4], p. 135-138.
MG-1707-04_139	576	Air nouveau	Mercure Galant, avril 1707 [tome 4], p. 139-140.
MG-1707-04_140	5865	[Article concernant un Eloge du Roy, fait par un Espagnol en Vers Espagnols]	Mercure Galant, avril 1707 [tome 4], p. 140-151.
MG-1707-04_162	1521	[Mort du Marquis de Tenebron, Inspecteur d’Infanterie]*	Mercure Galant, avril 1707 [tome 4], p. 162-165.
MG-1707-04_193	4979	Portrait de Charles XII. Roy de Suede	Mercure Galant, avril 1707 [tome 4], p. 193-203.
MG-1707-04_209	2061	[Clavecin portatif]	Mercure Galant, avril 1707 [tome 4], p. 209-213.
MG-1707-04_269	627	Air nouveau	Mercure Galant, avril 1707 [tome 4], p. 269-271.
MG-1707-04_271	912	[Principes de la Flûte Traversière, ou Flûte d’Allemagne, de la Flûte à Bec, & du Hautbois]*	Mercure Galant, avril 1707 [tome 4], p. 271-272.
MG-1707-04_291	19212	[Journal de tout ce qui s’est fait dans toutes les Villes de France, où S.A.R. Monsieur le Duc d’Orleans a passé en allant en Espagne]	Mercure Galant, avril 1707 [tome 4], p. 291-329.
MG-1707-04_366	3227	Enigme.	Mercure Galant, avril 1707 [tome 4], p. 366-371.
MG-1707-05_16	947	Portrait du Roy. Sonnet	Mercure Galant, mai 1707 [tome 5], p. 16-18.
MG-1707-05_18	16965	[Ceremonie curieuse, & dont on ne voit point de pareille]	Mercure Galant, mai 1707 [tome 5], p. 18-50.
MG-1707-05_92	2895	[Paraphrase faite par Me de Saliez, Viguiere d’Alby]	Mercure Galant, mai 1707 [tome 5], p. 92-99.
MG-1707-05_101	15854	[Addition à la Relation des Festes qui se sont faites à Berlin, dont on a déjà veu un grand détail]	Mercure Galant, mai 1707 [tome 5], p. 101-134.
MG-1707-05_134	357	Air nouveau	Mercure Galant, mai 1707 [tome 5], p. 134-135.
MG-1707-05_135	1086	Sonnet	Mercure Galant, mai 1707 [tome 5], p. 135-137.
MG-1707-05_205	11691	[Discours prononcez par plusieurs Academiciens de l’Academie Royale des Medailles & Inscriptions dans leur premiere seance publique d’aprés Paques]	Mercure Galant, mai 1707 [tome 5], p. 205-227.
MG-1707-05_292	2778	Minerve. À Monsieur le Marquis de Chamillart	Mercure Galant, mai 1707 [tome 5], p. 292-299.
MG-1707-05_320	58584	[Article touchant les affaires d’Espagne, contenant plusieurs Relations de la Bataille d’Almanza ; divers Extraits de Lettre sur le mesme sujet ; les Conquestes faites ensuite du gain de la mesme Bataille : le tout mêlé de plusieurs faits curieux & Historiques]	Mercure Galant, mai 1707 [tome 5], p. 320-408.
MG-1707-05_409	2285	Enigme.	Mercure Galant, mai 1707 [tome 5], p. 409-412.
MG-1707-05_412	420	Air nouveau	Mercure Galant, mai 1707 [tome 5], p. 412-413.
MG-1707-05_424	873	[Bal organisé à Strasbourg où a été le Maréchal de Villars]*	Mercure Galant, mai 1707 [tome 5], p. 424-425.
MG-1707-06_16	4662	Traduction d’une Ode Latine de Mr l’Abbé Boutard, sur la Naissance de Monseigneur le Duc de Bretagne, adressée à Monsieur le Duc de Bourgogne	Mercure Galant, juin 1707 [tome 6], p. 16-26.
MG-1707-06_54	5175	[Mort de Philippe Julien Mazarini Mancini, Duc de Nervers]*	Mercure Galant, juin 1707 [tome 6], p. 54-64.
MG-1707-06_87	699	[Mariage de Mr de Blincourt et Mlle Victorine]*	Mercure Galant, juin 1707 [tome 6], p. 87-88.
MG-1707-06_112	913	[Sonnet de Morale]	Mercure Galant, juin 1707 [tome 6], p. 112-114.
MG-1707-06_129	4129	[Place d’Académicien donné à Mr Saurin]*	Mercure Galant, juin 1707 [tome 6], p. 129-138.
MG-1707-06_138	2292	[Prix distribuez à Toulouse aux Jeux Floraux]	Mercure Galant, juin 1707 [tome 6], p. 138-142.
MG-1707-06_142	299	Air nouveau	Mercure Galant, juin 1707 [tome 6], p. 142-143.
MG-1707-06_192	8918	[Réjoüissances faites à Paris & en quelques autres Villes, à l’occasion du gain de la bataille d’Almanza]	Mercure Galant, juin 1707 [tome 6], p. 192-210.
MG-1707-06_210	633	Air nouveau	Mercure Galant, juin 1707 [tome 6], p. 210-211.
MG-1707-06_232	3198	[Lettre de Bayonne]	Mercure Galant, juin 1707 [tome 6], p. 232-238.
MG-1707-06_349	2031	Enigme.	Mercure Galant, juin 1707 [tome 6], p. 349-353.
MG-1707-06_371	637	[Te Deum chanté à Saragosse]*	Mercure Galant, juin 1707 [tome 6], p. 371-372.
MG-1707-07_87	439	[Mort de Pierre le Grand, chantre et greffier de la Collégiale de Gerberoy]*	Mercure Galant, juillet 1707 [tome 7], p. 87-88.
MG-1707-07_98	2212	[Sacre de Mr l’Evéque d’Amiens]	Mercure Galant, juillet 1707 [tome 7], p. 98-102.
MG-1707-07_132	4860	Lettre de S.A.R. Monseigneur le Duc de Lorraine, à Mr l’Evêque de Toul, sur la Naissance d’un Prince dont Madame la Duchesse de Lorraine est accouchée	Mercure Galant, juillet 1707 [tome 7], p. 132-142.
MG-1707-07_142	9124	[Relation, contenant un détail de la Pompe Funebre, & des prieres faites à Madrid pour le repos des ames de ceux qui ont esté tuez à la bataille d’Almanza]	Mercure Galant, juillet 1707 [tome 7], p. 142-160.
MG-1707-07_160	1621	Stances irrégulières	Mercure Galant, juillet 1707 [tome 7], p. 160-164.
MG-1707-07_176	386	Air nouveau	Mercure Galant, juillet 1707 [tome 7], p. 176.
MG-1707-07_213	3358	[Mort du cardinal Henry Antoine de la Grange d’Arquyen]*	Mercure Galant, juillet 1707 [tome 7], p. 213-220.
MG-1707-07_230	1245	[Traité des vrais Malheurs de l’homme]	Mercure Galant, juillet 1707 [tome 7], p. 230-233.
MG-1707-07_233	1938	[Traduction de l’Ane d’or d’Apulée]	Mercure Galant, juillet 1707 [tome 7], p. 233-236.
MG-1707-07_349	1819	[Madrigaux à la gloire du Roy de Suede]	Mercure Galant, juillet 1707 [tome 7], p. 349-352.
MG-1707-07_354	1969	Enigme.	Mercure Galant, juillet 1707 [tome 7], p. 354-358.
MG-1707-07_358	231	Air nouveau	Mercure Galant, juillet 1707 [tome 7], p. 358.
MG-1707-08_11	16534	[Détail exact & curieux de tout ce qui s’est passé à la profession de Madame de Bourbon]	Mercure Galant, août 1707 [tome 8], p. 11-42.
MG-1707-08_55	1270	[Mort de l’Abbé Giraud]*	Mercure Galant, août 1707 [tome 8], p. 55-57.
MG-1707-08_138	2984	[Ode de Mr l’Abbé de Villiers]	Mercure Galant, août 1707 [tome 8], p. 138-144.
MG-1707-08_144	2267	[Replique à l’Auteur qui a écrit contre l’Histoire de la Poësie Françoise]	Mercure Galant, août 1707 [tome 8], p. 144-148.
MG-1707-08_150	3545	[Feste de Ramboüillet]	Mercure Galant, août 1707 [tome 8], p. 150-157.
MG-1707-08_188	1093	[Mort de Mr de Gazille]*	Mercure Galant, août 1707 [tome 8], p. 188-190.
MG-1707-08_193	2180	[Ouvrages de Mlle de la Guerre donnez au Public]	Mercure Galant, août 1707 [tome 8], p. 193-197.
MG-1707-08_230	7174	Traduction d’une Ode Latine de Mr l’Abbé Boutard, adressée à la Reine d’Espagne	Mercure Galant, août 1707 [tome 8], p. 230-244.
MG-1707-08_248	804	[Histoire abregée des Comtes de Neufchastel]	Mercure Galant, août 1707 [tome 8], p. 248-249.
MG-1707-08_301	3591	[Lettre sur les Affaires d’Allemagne]*	Mercure Galant, août 1707 [tome 8], p. 301-308.
MG-1707-08_319	3023	Epitalame sur le mariage de Monsieur le Duc d’Estrées, avec Mademoiselle de Nevers	Mercure Galant, août 1707 [tome 8], p. 319-325.
MG-1707-08_386	1479	[Enigme]*	Mercure Galant, août 1707 [tome 8], p. 386-389.
MG-1707-08_390	1731	[Avis]	Mercure Galant, août 1707 [tome 8], p. 390-392.
MG-1707-09_5	44245	[Extrait du Panegirique de S. Louis, prononcé devant l’Academie Françoise, le jour de la Feste de Saint Louis, & tout ce qui s’est passé ce jour-là à l’occasion de la Feste de ce Saint]	Mercure Galant, septembre 1707 [tome 9], p. 5-95.
MG-1707-09_96	3673	[Relation historique des tremblemens de terre arrivez à Rome]	Mercure Galant, septembre 1707 [tome 9], p. 96-103.
MG-1707-09_124	5744	[Histoire genealogique de la maison de Gondy]	Mercure Galant, septembre 1707 [tome 9], p. 124-136.
MG-1707-09_136	3111	[Dignité de Chantre donnée à Mr l’Abbé de Gontault, sur la démission de Mr l’Abbé de Perochel]	Mercure Galant, septembre 1707 [tome 9], p. 136-142.
MG-1707-09_180	1475	[Proposition faite aux sçavans]	Mercure Galant, septembre 1707 [tome 9], p. 180-182.
MG-1707-09_183	2829	[Poëme de Mr Petroni]	Mercure Galant, septembre 1707 [tome 9], p. 183-188.
MG-1707-09_190	3058	[Reception faite en la maison de la Meutte, par Mr d’Armenonville, à Monseigneur le Duc, & à Madame la Duchesse de Bourgogne]	Mercure Galant, septembre 1707 [tome 9], p. 190-196.
MG-1707-09_196	5834	[Ceremonie observée à la prise de possession du Prieuré Royal de Poissy, par Madame de Mailly]	Mercure Galant, septembre 1707 [tome 9], p. 196-208.
MG-1707-09_221	8279	[Ce qui s’est passé à l’Academie Françoise le jour de la distribution des Prix]	Mercure Galant, septembre 1707 [tome 9], p. 221-237.
MG-1707-09_252	25982	[Festes données par Monsieur le Duc d’Albe Ambassadeur d’Espagne]	Mercure Galant, septembre 1707 [tome 9], p. 252-302.
MG-1707-09_302	2553	[Feste donnée par Madame la Nourrice de S.M.C.]	Mercure Galant, septembre 1707 [tome 9], p. 302-306.
MG-1707-09_306	5878	[Réjouissances faites à la maison de Mr Clement, au sujet de la naissance du Prince des Asturies]	Mercure Galant, septembre 1707 [tome 9], p. 306-315.
MG-1707-09_315	6084	[Te Deum chanté & réjouïssances faites dans toute la Ville de Paris]	Mercure Galant, septembre 1707 [tome 9], p. 315-325.
MG-1707-09_325	3307	[Réjouissances faites dans la ruë du Roule]	Mercure Galant, septembre 1707 [tome 9], p. 325-331.
MG-1707-09_336	10530	[Nouvelles de Madrid touchant l’accouchement de la Reine d’Espagne]	Mercure Galant, septembre 1707 [tome 9], p. 336-353.
MG-1707-09_353	17877	[Journal de tout ce qui s’est passé à Fontainebleau depuis que la Cour a quitté Versailles, dans lequel on trouve plusieurs nouvelles, marquées dans les jours où elles sont arrivées]	Mercure Galant, septembre 1707 [tome 9], p. 353-382.
MG-1707-09_382	3847	[Suite des Réjouissances faites en Espagne]	Mercure Galant, septembre 1707 [tome 9], p. 382-388.
MG-1707-09_397	2963	[Affaires de Flandre]	Mercure Galant, septembre 1707 [tome 9], p. 397-402.
MG-1707-09_409	6381	[Suite du Journal de Fontainebleau]	Mercure Galant, septembre 1707 [tome 9], p. 409-419.
MG-1707-09_419	1846	Enigme.	Mercure Galant, septembre 1707 [tome 9], p. 419-422.
MG-1707-09_427	604	Avis très important	Mercure Galant, septembre 1707 [tome 9], p. 427-428.
MG-1707-10A_5	4045	[Ode, servant de Prelude]	Mercure Galant, octobre 1707 [tome 10], p. 5-14.
MG-1707-10A_79	2356	[Nouvelles de Pondichery]	Mercure Galant, octobre 1707 [tome 10], p. 79-84.
MG-1707-10A_87	6732	[Transport du cœur de Mr le Duc de Nevers]	Mercure Galant, octobre 1707 [tome 10], p. 87-99.
MG-1707-10A_99	3795	Lettre d’un Pensionnaire du Collège des Jésuites de Toulouse, à un jeune Gentilhomme Espagnol, autrefois Pensionnaire du même Collège	Mercure Galant, octobre 1707 [tome 10], p. 99-106.
MG-1707-10A_143	6795	[Réjouissances faites par Monsieur l’Electeur de Cologne, pour la naissance du Prince des Asturies]	Mercure Galant, octobre 1707 [tome 10], p. 143-158.
MG-1707-10A_210	4800	[Suites des Réjouissances faites pour la naissance du Prince des Asturies]	Mercure Galant, octobre 1707 [tome 10], p. 210-220.
MG-1707-10A_220	15224	[Suite du Journal de Fontainebleau]	Mercure Galant, octobre 1707 [tome 10], p. 220-251.
MG-1707-10A_251	1620	[Article de Bayone qui en contient plusieurs qui regardent la Reine Doüairiere d’Espagne]	Mercure Galant, octobre 1707 [tome 10], p. 251-270.
MG-1707-10A_254	8931	[Réjouissances faites par Mr le Marquis de Marimon]	Mercure Galant, octobre 1707 [tome 10], p. 254-270.
MG-1707-10A_270	1394	[Lettre de Mr Sarron]	Mercure Galant, octobre 1707 [tome 10], p. 270-274.
MG-1707-10A_292	1846	[Mort de l’Abbé de Lubiere]*	Mercure Galant, octobre 1707 [tome 10], p. 292-295.
MG-1707-10A_306	7093	[Suite de l’article du Journal de Fontainebleau qui se trouve dans ce volume]	Mercure Galant, octobre 1707 [tome 10], p. 306-320.
MG-1707-10A_391	6419	[Fin du Journal de Fontainebleau]	Mercure Galant, octobre 1707 [tome 10], p. 391-401.
MG-1707-10A_416	1643	Enigme.	Mercure Galant, octobre 1707 [tome 10], p. 416-418.
MG-1707-10A_419	1278	[Prix de Toulouse délivré à un Imposteur]	Mercure Galant, octobre 1707 [tome 10], p. 419-421.
MG-1707-10A_422	2693	Le Libraire au Lecteur	Mercure Galant, octobre 1707 [tome 10], p. 422-426.
MG-1707-10A_426	116	Avis	Mercure Galant, octobre 1707 [tome 10], p. 426.
MG-1707-10B_210	3476	[Observations faites par Mr de Benat]*	Histoire du siège de Toulon, première partie, octobre 1707 [tome 11], p. 210-218.
MG-1707-10C_268	1786	[Symphonistes du Prince de Wittemberg]*	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 268-272.
MG-1707-10C_278	1251	[Réjouissances pour la naissance du Prince des Asturies]*	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 278-281.
MG-1707-10C_65	4213	Canson su la retreto dau Duc de Savoyo. Su l’Air : De Madamo la Duchesso	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 65-78.
MG-1707-10C_79	2426	Autro canson, Su l’espeditien de Prouvenço, dau Duc de Savoyo. Su l’Air : Deis Farçaires	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 79-85.
MG-1707-10C_85	4764	La Folle entreprise du Duc de Savoye. Chanson, Sur l’Air, Du Bransle de Metz	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 85-96.
MG-1707-10C_97	1357	Chanson, Sur l’Air, De pon patapon, pata patapon, tarare ponpon	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 97-100.
MG-1707-10C_101	642	Chanson. Sur l’Air : Des Triolets	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 101-102.
MG-1707-10C_103a	335	Chanson. Sur l’Air : De Leandre	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 103.
MG-1707-10C_103b	369	Chanson. Sur l’Air : L’amour avoit pour étalage	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12],, p. 103-104.
MG-1707-10C_104	454	[Vers latins du Pere d’Augier, Jesuite]*	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12],, p. 104-105.
MG-1707-10C_105	3280	Plainte des Alliez au Duc de Savoye	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 105-113.
MG-1707-10C_114	6868	La Levée du Siège de Toulon	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 114-130.
MG-1707-10C_130	1860	Le Libraire au Lecteur	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 130-134.
MG-1707-10C_134	1148	Avis important	Histoire du siège de Toulon, seconde partie, octobre 1707 [tome 12], p. 134-136.
MG-1707-11-12_5	3670	[Benefices donnez par le Roy]	Mercure Galant, novembre et décembre 1707 [tome 13] p. 5-12.
MG-1707-11-12_45	8128	[Ouverture du Parlement & de la Cour des Aides, avec les Discours prononcez ce jour-là]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 45-61.
MG-1707-11-12_91	30140	[Journal de plusieurs divertissemens donnez à Saltzdahl]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 91-146.
MG-1707-11-12_146	7186	[Suitte des Réjouissances faites pour la naissance du Prince des Asturies]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 146-160.
MG-1707-11-12_231	3839	[Mort de Mr le Franc, Professeur en Langue Grecque, en Histoire, & en Eloquence]*	Mercure Galant, novembre et décembre 1707 [tome 13], p. 231-239.
MG-1707-11-12_292	1030	[Cinquième Edition de la défense du Vin de Bourgogne]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 292-294.
MG-1707-11-12_294	7388	[Relation de tout ce qui s’est passé à Ramboüillet, pendant le séjour de Monseigneur & Messeigneurs les Princes y ont fait]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 294-308.
MG-1707-11-12_336	34494	[Troisième Article de morts]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 336-405.
MG-1707-11-12_425	15060	[Reception de Mr le Marquis de Mimeure à l’Academie Françoise]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 425-454.
MG-1707-11-12_454	2503	[Abrégé de l’Histoire des Sçavans Anciens & Modernes]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 454-458.
MG-1707-11-12_458	35940	[Lettres touchant l’Histoire de Toulon, à la fin de laquelle on voit une resolution prise, qui fait voir la continuation du zele des Provençaux pour tout ce qui regarde le Roy & le bien de l’Etat]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 458-535.
MG-1707-11-12_544	2090	[Madame de Soubize est benite Abbesse de Joüarre]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 544-548.
MG-1707-11-12_563	1842	Enigme.	Mercure Galant, novembre et décembre 1707 [tome 13], p. 563-566.
MG-1707-11-12_584	32326	[Détail des rejouissances faites en divers endroits à l’occasion de la prise du Chasteau de Lerida]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 584-651.
MG-1707-11-12_651	10469	[Relations de ce qui s’est passé au Baptême du Prince des Asturies]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 651-672.
MG-1707-11-12_673	7881	[Lettre de Madrid, contenant un détail de ce [qui] s’y est passé depuis le 30. Novembre jusqu’au 12. Décembre, tant à l’égard du Baptéme du Prince des Asturies, que de S.A.R. Monsieur le Duc d’Orleans]	Mercure Galant, novembre et décembre 1707 [tome 13], p. 673-687.
MG-1707-11-12_690	809	Le Libraire au Lecteur	Mercure Galant, novembre et décembre 1707 [tome 13], p. 690-691.
MG-1708-01_5	5155	[Prelude dans lequel on trouve un Eloge du Roy prononcé par Mr l’Evêque d’Alais, à l’ouverture des Etats de Languedoc]	Mercure Galant, janvier 1708 [tome 1], p. 5-15.
