xml:id	chars	head	bibl
MG-1681-01_329	507	[Impromptu sur la mort de l’Elephant de Versailles]	Mercure Galant, janvier 1681 [tome 1], p. 329.
MG-1681-01_334	2358	[Avanture tragique d’Angers]	Mercure Galant, janvier 1681 [tome 1], p. 334-339.
MG-1681-01_340	431	[Livres nouveaux]*	Mercure Galant, janvier 1681 [tome 1], p. 340-341.
MG-1681-01_341	1143	[Divertissemens d’Andely]	Mercure Galant, janvier 1681 [tome 1], p. 341-343.
MG-1681-02_1	1233	[Madrigal]	Mercure Galant, février 1681 [tome 3], p. 1-4.
MG-1681-02_18	3504	[Dialogue]	Mercure Galant, février 1681 [tome 3], p. 18-26.
MG-1681-02_36	3073	[Mort d’Henry de Bancalis]*	Mercure Galant, février 1681 [tome 3], p. 36-42.
MG-1681-02_45	749	Air	Mercure Galant, février 1681 [tome 3], p. 45-46.
MG-1681-02_46	1540	[Plusieurs madrigaux]	Mercure Galant, février 1681 [tome 3], p. 46-50.
MG-1681-02_50	9578	[Histoire]	Mercure Galant, février 1681 [tome 3], p. 50-70.
MG-1681-02_70	1107	Sur la Comete. Sonnet.	Mercure Galant, février 1681 [tome 3], p. 70-73.
MG-1681-02_73	1383	Traduction de l’Ode XI. du Livre d’Horace	Mercure Galant, février 1681 [tome 3], p. 73-76.
MG-1681-02_79	2537	[Réjoüissances faites à Grenoble apres le Serment presté par M. de Virieu pour la Charge de Premier Président du Parlement de la mesme Ville]	Mercure Galant, février 1681 [tome 3], p. 79-84.
MG-1681-02_87	1253	[Plaidoyer pour M. Baudry du Buc, prétendu Religieux Cordelier]	Mercure Galant, février 1681 [tome 3], p. 87-89.
MG-1681-02_89	7748	[Histoire]	Mercure Galant, février 1681 [tome 3], p. 89-105.
MG-1681-02_106	2747	[Metamorphose d’Alectrion en Coq]	Mercure Galant, février 1681 [tome 3], p. 106-111.
MG-1681-02_130	18033	[Divertissement donné gratuitement au Public chez M. Malo]	Mercure Galant, février 1681 [tome 3], p. 130-167.
MG-1681-02_174	1408	[Billet composé de plusieurs Mots à la mode]	Mercure Galant, février 1681 [tome 3], p. 174-177.
MG-1681-02_184	13262	[Réponse à l’Histoire de mon Cœur, intitulée Histoire de mes Conquestes]	Mercure Galant, février 1681 [tome 3], p. 184-213.
MG-1681-02_213	16768	[Plusieurs Opéra de Venise, avec la Description de la Maison de Piazzola, appartenante à M. de Contarini Procurateur de S. Marc]	Mercure Galant, février 1681 [tome 3], p. 213-249.
MG-1681-02_249	690	Second couplet des Stances du Cid, mis en Air	Mercure Galant, février 1681 [tome 3], p. 249-251.
MG-1681-02_251	514	A une Belle, sur une Mouche qu’elle avoit mise	Mercure Galant, février 1681 [tome 3], p. 251-252.
MG-1681-02_252	610	[Epigramme]	Mercure Galant, février 1681 [tome 3], p. 252-253.
MG-1681-02_262	3273	[Ce qui s’est passé à Paris pendant le Carnaval]	Mercure Galant, février 1681 [tome 3], p. 262-269.
MG-1681-02_269	3614	[Mascarade chez Mme la Duchesse]*	Mercure Galant, février 1681 [tome 3], p. 269-277.
MG-1681-02_277	2651	[Divertissemens de S. Germain pendant le Carnaval, avec les noms de ceux qui ont esté des Mascarades, & la description deurs Habits]	Mercure Galant, février 1681 [tome 3], p. 277-282.
MG-1681-02_282	7275	[Mascarade à la cour]*	Mercure Galant, février 1681 [tome 3], p. 282-298.
MG-1681-02_312	1938	[Explication en Vers de la premiere Enigme du mois passé]	Mercure Galant, février 1681 [tome 3], p. 312-316.
MG-1681-02_317	1554	[Explication en Vers de la Seconde Enigme]	Mercure Galant, février 1681 [tome 3], p. 317-320.
MG-1681-02_320	923	[Enigme]	Mercure Galant, février 1681 [tome 3], p. 320-322.
MG-1681-02_322	769	[Autre Enigme]	Mercure Galant, février 1681 [tome 3], p. 322-323.
MG-1681-02_323	316	[Enigme en figure]	Mercure Galant, février 1681 [tome 3], p. 323-324.
MG-1681-02_334	880	[Voyage de Monsieur le Dauphin & de Madame la Dauphine à Paris, avec le Régal qui leur a esté donné chez M. Malo]	Mercure Galant, février 1681 [tome 3], p. 334-335.
MG-1681-03_6	4865	[Réjouissances faites à Marseille pendant le Carnaval]	Mercure Galant, mars 1681 [tome 4], p. 6-17.
MG-1681-03_17	2778	L’Avocat congelé	Mercure Galant, mars 1681 [tome 4], p. 17-23.
MG-1681-03_23	4260	[Avanture du Carnaval, ou le faux Démon]	Mercure Galant, mars 1681 [tome 4], p. 23-32.
MG-1681-03_37	531	[Mort de M. de Marolles, Abbé de Villeloin]	Mercure Galant, mars 1681 [tome 4], p. 37-38.
MG-1681-03_38	2924	La Tubereuse et le Papillon. Fable	Mercure Galant, mars 1681 [tome 4], p. 38-44.
MG-1681-03_44	3062	[Voyage de la Reyne, de Monseigneur le Dauphin, & de Madame la Dauphine à Paris […]]	Mercure Galant, mars 1681 [tome 4], p. 44-50.
MG-1681-03_54	731	[Quatrains]	Mercure Galant, mars 1681 [tome 4], p. 54-56.
MG-1681-03_56	3443	[Lettre où l’on voit que ce que les Dames appellent estime, est bien souvent amour déguisé]	Mercure Galant, mars 1681 [tome 4], p. 56-63.
MG-1681-03_63	23941	[Festes à Vicenze]	Mercure Galant, mars 1681 [tome 4], p. 63-109.
MG-1681-03_109	5587	L’Abeille et le Papillon. Fable	Mercure Galant, mars 1681 [tome 4], p. 109-120.
MG-1681-03_120	5673	[Réjoüissances faites au Chasteau de Jarnac]	Mercure Galant, mars 1681 [tome 4], p. 120-133.
MG-1681-03_133	4174	[Sentimens sur les Mots nouveaux, & manieres de parler nouvelles]	Mercure Galant, mars 1681 [tome 4], p. 133-141.
MG-1681-03_151	15546	[Histoire]	Mercure Galant, mars 1681 [tome 4], p. 151-184.
MG-1681-03_184	447	Chanson	Mercure Galant, mars 1681 [tome 4], p. 184.
MG-1681-03_185	2076	[Réponse à ce qu’un Cavalier avoit dit]	Mercure Galant, mars 1681 [tome 4], p. 185-189.
MG-1681-03_213	6489	[Mariage de M. le Duc de S. Aignan]	Mercure Galant, mars 1681 [tome 4], p. 213-226.
MG-1681-03_232	1404	[Traduction d’une Ode de l’Horace]	Mercure Galant, mars 1681 [tome 4], p. 232-235.
MG-1681-03_240	3370	[Discours sur l’Histoire Universelle] [Origine de l’Imprimerie Royale du Louvre]	Mercure Galant, mars 1681 [tome 4], p. 240-246.
MG-1681-03_247	6333	[Divertissemens du Carnaval de Venise]	Mercure Galant, mars 1681 [tome 4], p. 247-261.
MG-1681-03_271	4405	[Lettre en Vers de Daphnis à Iris]	Mercure Galant, mars 1681 [tome 4], p. 271-280.
MG-1681-03_280	1630	[Réponse d’Iris]	Mercure Galant, mars 1681 [tome 4], p. 280-284.
MG-1681-03_306	594	Troisieme Couplet des Stances du Cid, mis en Air	Mercure Galant, mars 1681 [tome 4], p. 306-307.
MG-1681-03_307	1177	[Explications des Enigmes du dernier Mois]	Mercure Galant, mars 1681 [tome 4], p. 307-309.
MG-1681-03_309	1164	Enigme.	Mercure Galant, mars 1681 [tome 4], p. 309-312.
MG-1681-03_312	935	Autre Enigme	Mercure Galant, mars 1681 [tome 4], p. 312-314.
MG-1681-03_314	7166	[Entrée de l’Ambassadeur de Savoye]	Mercure Galant, mars 1681 [tome 4], p. 314-330.
MG-1681-03_346	1261	[Madrigal sur le gros Lot gagné par le Roy]	Mercure Galant, mars 1681 [tome 4], p. 346-348.
MG-1681-03_349	901	[Annonce des prochains volumes]	Mercure Galant, mars 1681 [tome 4], p. 349-350.
MG-1681-03e_1	1069	[Avant-propos]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 1-2.
MG-1681-03e_3	6790	[Lettre de réponses aux questions du dernier extraordinaire]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 3-13.
MG-1681-03e_14	9038	Sentimens sur tout ce qui est proposé dans le dernier Extraordinaire	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 14-29.
MG-1681-03e_30	2266	Avanture tragique d’un Singe	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 30-33.
MG-1681-03e_89	1267	[Madrigaux sur les énigmes précédentes]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 89-91.
MG-1681-03e_92	2621	Elegie	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 92-96.
MG-1681-03e_108	8288	Réponses aux trois premières Questions du dernier Extraordinaire	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 108-120.
MG-1681-03e_121	2677	[Lettre de De Lignières à Madame ***]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 121-125.
MG-1681-03e_165	1569	A un Amy, qui peignoit merveilleusement bien des Fleurs en miniature, & qui faisoit mal des Vers	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 165-166.
MG-1681-03e_167a	603	L’Amant aveugle. Madrigal	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 167.
MG-1681-03e_167b	58722	De la Chasse	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 167-259.
MG-1681-03e_259	5323	[Explications en vers des énigmes précédentes]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 259-268.
MG-1681-03e_286	5919	Sentimens sur les Questions du dernier Extraordinaire	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 286-295.
MG-1681-03e_296	6749	[Clé d’une lettre codée]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 296-307.
MG-1681-03e_307	6186	Lettre dans laquelle un sens parfait est caché sous un autre sens parfait	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 307-317.
MG-1681-03e_317	2791	[Explication de l’histoire énigmatique]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 317-322.
MG-1681-03e_322	2149	Enigme en prose	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 322-325.
MG-1681-03e_326	6450	[Sur les question de l’Extraordinaire d’Octobre 1680]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 326-336.
MG-1681-03e_336	9304	Fiction sur l’Origine des Bagues	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 336-350.
MG-1681-03e_350	18044	[Explications en vers des énigmes précédentes]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 350-381.
MG-1681-03e_381	768	[Explication de l’énigme en figure de février]*	Extraordinaire du Mercure Galant, janvier 1681, Quartier de janvier, XIII [tome 2], p. 381-382.
MG-1681-04_1	6016	[L’Académie de Villefranche au Roy. Epistre]	Mercure Galant, avril 1681 [tome 5], p. 1-13.
MG-1681-04_13	1258	[Sonnet au Roy]	Mercure Galant, avril 1681 [tome 5], p. 13-16.
MG-1681-04_16	576	[Madrigal sur le mesme sujet]	Mercure Galant, avril 1681 [tome 5], p. 16-17.
MG-1681-04_29	3722	Pour celle qui a si galamment écrit l’Histoire des Conquestes	Mercure Galant, avril 1681 [tome 5], p. 29-37.
MG-1681-04_37	1574	Fable	Mercure Galant, avril 1681 [tome 5], p. 37-40.
MG-1681-04_54	15789	[Le Procés galant, avec toutes les Pieces du Procés, Histoire]	Mercure Galant, avril 1681 [tome 5], p. 54-86.
MG-1681-04_87	4336	[Le dernier Sapate de Savoie]	Mercure Galant, avril 1681 [tome 5], p. 87-95.
MG-1681-04_127	3015	[Mort de Francisque Corbet, & son Epitaphe]	Mercure Galant, avril 1681 [tome 5], p. 127-133.
MG-1681-04_133	30164	[Balet dancé à Hanover, avec les Vers du Sujet]	Mercure Galant, avril 1681 [tome 5], p. 133-200.
MG-1681-04_200	528	Air nouveau	Mercure Galant, avril 1681 [tome 5], p. 200-201.
MG-1681-04_205	1233	[Mort du Chevalier de Mesmes]*	Mercure Galant, avril 1681 [tome 5], p. 205-208.
MG-1681-04_211	4406	[Lettres en Proverbes]	Mercure Galant, avril 1681 [tome 5], p. 211-220.
MG-1681-04_220	659	[Panégyrique du roi, par M. Guyonnet de Vertron]*	Mercure Galant, avril 1681 [tome 5], p. 220-221.
MG-1681-04_221	14799	[Tout ce qui s’est passé à l’Académie Françoise à la Reception de M. Le President]	Mercure Galant, avril 1681 [tome 5], p. 221-252.
MG-1681-04_252	2890	[Tout ce qui s’est passé à S. Germain pendant la Semaine Sainte]	Mercure Galant, avril 1681 [tome 5], p. 252-258.
MG-1681-04_269	2976	[Lettre touchant l’Escarboucle]	Mercure Galant, avril 1681 [tome 5], p. 269-275.
MG-1681-04_285	1054	La Poule aux Œufs d’Or, Fable	Mercure Galant, avril 1681 [tome 5], p. 285-287.
MG-1681-04_288	3128	[Mort de l’abbesse de Malnouë]*	Mercure Galant, avril 1681 [tome 5], p. 288-294.
MG-1681-04_304	1799	[Sur le palais d’Aranjuez]*	Mercure Galant, avril 1681 [tome 5], p. 304-307.
MG-1681-04_310	930	[L’Abbé Fléchier prêche aux Minimes]	Mercure Galant, avril 1681 [tome 5], p. 310-312.
MG-1681-04_315	5870	[Le Faux Mariage, Histoire]	Mercure Galant, avril 1681 [tome 5], p. 315-327.
MG-1681-04_327	8192	[Tout ce qui s’est passé à S. Cloud pendant le Sejour que leurs Majestez y ont fait]	Mercure Galant, avril 1681 [tome 5], p. 327-344.
MG-1681-04_345	809	[Explication de la premiere Enigme du Mois dernier]	Mercure Galant, avril 1681 [tome 5], p. 345-346.
MG-1681-04_346	395	[Explication de la seconde Enigme […]]	Mercure Galant, avril 1681 [tome 5], p. 346.
MG-1681-04_352	478	Enigme	Mercure Galant, avril 1681 [tome 5], p. 352-353.
MG-1681-04_353	817	Autre Enigme	Mercure Galant, avril 1681 [tome 5], p. 353-354.
MG-1681-04_358	1527	[Airs spirituels enseignez par M. de Bassilly]	Mercure Galant, avril 1681 [tome 5], p. 358-361.
MG-1681-04_364	6977	[Mort du Président Perrault]*	Mercure Galant, avril 1681 [tome 5], p. 364-374.
MG-1681-05_10	6819	[Histoire]	Mercure Galant, mai 1681 [tome 7], p. 10-24.
MG-1681-05_24	4300	Le Chardonnet Esclave. Fable	Mercure Galant, mai 1681 [tome 7], p. 24-33.
MG-1681-05_48	9306	[Procession suivie de Machines]	Mercure Galant, mai 1681 [tome 7], p. 48-68.
MG-1681-05_78	582	Air nouveau.	Mercure Galant, mai 1681 [tome 7], p. 78-79.
MG-1681-05_79	3499	Apollon victorieux de l’Hyver	Mercure Galant, mai 1681 [tome 7], p. 79-87.
MG-1681-05_87	2529	[Mort de Madame Molé, Abbesse de S. Antoine]	Mercure Galant, mai 1681 [tome 7], p. 87-92.
MG-1681-05_92	1841	[Mort de Monsieur l’Evesque de Meaux]	Mercure Galant, mai 1681 [tome 7], p. 92-96.
MG-1681-05_99	19763	[Histoire]	Mercure Galant, mai 1681 [tome 7], p. 99-141.
MG-1681-05_141	1320	[M. Bernardi associe avec luy M. de Mémon]	Mercure Galant, mai 1681 [tome 7], p. 141-144.
MG-1681-05_147	3207	[Naissance de Mars, en Vers]	Mercure Galant, mai 1681 [tome 7], p. 147-153.
MG-1681-05_167	707	[Gouvernement de Baro donné à M. le Marquis de Genlis]	Mercure Galant, mai 1681 [tome 7], p. 167-168.
MG-1681-05_177	3134	Les Fleurs du Languedoc, au Zéphir.	Mercure Galant, mai 1681 [tome 7], p. 177-183.
MG-1681-05_183	7450	Reponse à la Lettre en proverbes de Mademoiselle***	Mercure Galant, mai 1681 [tome 7], p. 183-198.
MG-1681-05_199	815	[Balet du Triomphe de l’Amour dancé à Paris]	Mercure Galant, mai 1681 [tome 7], p. 199-201.
MG-1681-05_206	11665	Pour la Spirituelle Inconnüe, qui s’intéresse si obligeamment dans mes Avantures	Mercure Galant, mai 1681 [tome 7], p. 206-228.
MG-1681-05_228	52522	[Tout ce qui passé depuis le débarquement des Ambassadeurs de Moscovie à Calais jusques au jour de leur départ de Paris]	Mercure Galant, mai 1681 [tome 7], p. 228-342.
MG-1681-05_342	497	Air nouveau	Mercure Galant, mai 1681 [tome 7], p. 342-343.
MG-1681-05_362	1201	[Madrigal sur la bonté que Sa Majesté a eue de fare une seconde loterie]*	Mercure Galant, mai 1681 [tome 7], p. 362-363.
MG-1681-05_366	421	[Explication de la premiere Enigme en Vers]	Mercure Galant, mai 1681 [tome 7], p. 366.
MG-1681-05_368	394	[Explication de la seconde Enigme en Vers]	Mercure Galant, mai 1681 [tome 7], p. 368.
MG-1681-05_375	527	Enigme	Mercure Galant, mai 1681 [tome 7], p. 375-376.
MG-1681-05_376	345	Autre Enigme	Mercure Galant, mai 1681 [tome 7], p. 376.
MG-1681-06_3	3777	[Procession faite à Versailles le jour de la Feste-Dieu, avec la description du Reposoir]	Mercure Galant, juin 1681 [tome 8], p. 3-11.
MG-1681-06_16	4207	[Prieres & Cerémonies faites à Vendosme pour obtenir de la pluye]	Mercure Galant, juin 1681 [tome 8], p. 16-25.
MG-1681-06_36	3441	[Galanterie sur un Envoi de Fleurs & de Fruits]	Mercure Galant, juin 1681 [tome 8], p. 36-43.
MG-1681-06_62	3131	[Régal fait par M. Stradion, Chanoine du Chapitre de Mayence, aux Dames de la Cour de Hanover]	Mercure Galant, juin 1681 [tome 8], p. 62-69.
MG-1681-06_69	2086	[Feste des Arquebusiers de Rheims]	Mercure Galant, juin 1681 [tome 8], p. 69-73.
MG-1681-06_73	7064	[Suite de l’Histoire des Fleurs]	Mercure Galant, juin 1681 [tome 8], p. 73-88.
MG-1681-06_88	571	Air nouveau	Mercure Galant, juin 1681 [tome 8], p. 88-89.
MG-1681-06_89	6017	[Entrée de M. l’Evesques de Châlons à Châlons]	Mercure Galant, juin 1681 [tome 8], p. 89-102.
MG-1681-06_105	3105	[Requestes de Monsieur le Duc de S. Aignan à Monseigneur le Dauphin]	Mercure Galant, juin 1681 [tome 8], p. 105-111.
MG-1681-06_111	9132	[Histoire]	Mercure Galant, juin 1681 [tome 8], p. 111-130.
MG-1681-06_130	543	Consolation à une Aimable Veuve	Mercure Galant, juin 1681 [tome 8], p. 130-131.
MG-1681-06_131	340	[Remerciement]*	Mercure Galant, juin 1681 [tome 8], p. 131-132.
MG-1681-06_141	2798	[Nouvelle Lettre en Proverbes]	Mercure Galant, juin 1681 [tome 8], p. 141-147.
MG-1681-06_147	1265	[Avanture]	Mercure Galant, juin 1681 [tome 8], p. 147-150.
MG-1681-06_150	5684	[Enigmes en Tableaux expliquées au College de Clermont]	Mercure Galant, juin 1681 [tome 8], p. 150-162.
MG-1681-06_162	38462	[Description du Canal qui joint les deux Mers, avec la premiere Navigation qui vient d’estre faite sur le mesme Canal]	Mercure Galant, juin 1681 [tome 8], p. 162-247.
MG-1681-06_268	714	[Traduction en latin de l’Imitation d’Akempis]*	Mercure Galant, juin 1681 [tome 8], p. 268-269.
MG-1681-06_269	544	[L’Art de respirer sous l’eau […]]	Mercure Galant, juin 1681 [tome 8], p. 269-270.
MG-1681-06_270	1044	[Ouvrages de M. S. Martin de Caën]	Mercure Galant, juin 1681 [tome 8], p. 270-272.
MG-1681-06_272	1673	Le Mulet. Fable.	Mercure Galant, juin 1681 [tome 8], p. 272-276.
MG-1681-06_311	5646	[La Belle Inconstante. Histoire]	Mercure Galant, juin 1681 [tome 8], p. 311-322.
MG-1681-06_338	2872	[Feste de S. Quentin]	Mercure Galant, juin 1681 [tome 8], p. 338-344.
MG-1681-06_344	546	[Report des explications touchant les énigmes au volume suivant]*	Mercure Galant, juin 1681 [tome 8], p. 344-345.
MG-1681-06_345	651	Enigme	Mercure Galant, juin 1681 [tome 8], p. 345-346.
MG-1681-06_347	745	Autre Enigme	Mercure Galant, juin 1681 [tome 8], p. 347.
MG-1681-06_348a	570	[Demande d’explication au sujet de la fin d’une lettre]*	Mercure Galant, juin 1681 [tome 8], p. 348.
MG-1681-06_348b	1524	[Lettre Galante]	Mercure Galant, juin 1681 [tome 8], p. 348-350.
MG-1681-06e_1	6957	Lequel doit estre estimé le plus malheureux, ou l’Aveugle né, ou celuy qui a perdu la veuë	Extraordinaire du Mercure Galant, avril 1681, Quartier d'avril, XIV [tome 6], p. 1-12.
